date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:36:17	79555/79555	---M--	200	added ('OK')	image/jpeg	etag:%22ff1410c6081aa38b9f86000b2645218f-ssl%22	https://tender-bartik-074feb.netlify.app/images/pic01.jpg	tender-bartik-074feb.netlify.app/images/pic01.jpg	(from https://tender-bartik-074feb.netlify.app/)
00:36:19	20267/20267	---MCZ	200	added ('OK')	text/html	etag:%22d34c60d6d1d5308de0a05a5855e64778-ssl-df%22	https://goofy-euclid-1cd736.netlify.app/core-site/index.html	goofy-euclid-1cd736.netlify.app/core-site/index.html	(from https://tender-bartik-074feb.netlify.app/)
00:36:21	84565/84565	---M--	200	added ('OK')	image/jpeg	etag:%22d465aefd838beb91293938b0eaf36974-ssl%22	https://tender-bartik-074feb.netlify.app/images/pic02.jpg	tender-bartik-074feb.netlify.app/images/pic02.jpg	(from https://tender-bartik-074feb.netlify.app/)
00:36:23	20483/20483	---MCZ	200	added ('OK')	text/html	etag:%22ded648a04d674e42e23d517185c09b15-ssl-df%22	https://goofy-euclid-1cd736.netlify.app/	goofy-euclid-1cd736.netlify.app/index.html	(from https://tender-bartik-074feb.netlify.app/)
00:36:26	134436/134436	---M--	200	added ('OK')	image/jpeg	etag:%22d5ee3b06e595aee90e3cea49ca793dd4-ssl%22	https://tender-bartik-074feb.netlify.app/images/pic03.jpg	tender-bartik-074feb.netlify.app/images/pic03.jpg	(from https://tender-bartik-074feb.netlify.app/)
00:36:28	23053/23053	---MCZ	200	added ('OK')	text/html	etag:%227eddc5f883d2611f5d31630c0a005717-ssl-df%22	https://eloquent-sammet-ba1810.netlify.app/	eloquent-sammet-ba1810.netlify.app/index.html	(from https://tender-bartik-074feb.netlify.app/)
00:36:29	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2003%20Feb%202021%2005:36:17%20GMT	https://www.instagram.com/bgoonz/	www.instagram.com/bgoonz/index.html	(from https://tender-bartik-074feb.netlify.app/)
00:36:30	22161/22161	---MCZ	200	added ('OK')	text/html	etag:%223751630703477b3c2c955fb192f8d7c5-ssl-df%22	https://gracious-raman-474030.netlify.app/	gracious-raman-474030.netlify.app/index.html	(from https://tender-bartik-074feb.netlify.app/)
00:36:34	61280/61280	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Feb%202021%2005:36:30%20GMT	https://onedrive.live.com/embed?cid=D21009FDD967A241&resid=D21009FDD967A241%21459307&authkey=ABwIG4Hz-hsgPLU&em=2&wdAr=1.7777777777777777&wdEaa=1	onedrive.live.com/embed020d.html	(from https://tender-bartik-074feb.netlify.app/)
00:36:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2003%20Feb%202021%2005:36:31%20GMT	https://office.com/webapps	office.com/webapps.d.delayed	(from https://tender-bartik-074feb.netlify.app/)
00:36:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2003%20Feb%202021%2005:36:37%20GMT	https://office.com/	office.com/index.html	(from https://tender-bartik-074feb.netlify.app/)
00:36:39	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2003%20Feb%202021%2005:36:38%20GMT	https://www.office.com/webapps	www.office.com/webapps.e.delayed	(from https://tender-bartik-074feb.netlify.app/)
00:36:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2003%20Feb%202021%2005:36:40%20GMT	https://aka.office.com/office/url/webapps	aka.office.com/office/url/webapps.f.delayed	(from https://tender-bartik-074feb.netlify.app/)
00:36:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2003%20Feb%202021%2005:36:40%20GMT	https://office.com/?ms.officeurl=webapps	office.com/indexc3fc.html	(from https://tender-bartik-074feb.netlify.app/)
00:36:45	61179/61179	---MCZ	200	added ('OK')	text/html	date:Wed,%2003%20Feb%202021%2005:36:41%20GMT	https://onedrive.live.com/embed?cid=D21009FDD967A241&resid=D21009FDD967A241%21467616&authkey=AMeSH1xUVYxRi3c&em=2	onedrive.live.com/embed7eb4.html	(from https://tender-bartik-074feb.netlify.app/)
00:36:53	919545/919545	---M--	200	added ('OK')	image/gif	etag:%2218e0641748101b3f7275f5723d4405f0%22	https://i.pinimg.com/originals/18/e0/64/18e0641748101b3f7275f5723d4405f0.gif	i.pinimg.com/originals/18/e0/64/18e0641748101b3f7275f5723d4405f0.gif	(from https://tender-bartik-074feb.netlify.app/)
